Puntuacion,Veces_despertado,Horas_sueño_profundo,Temperatura,Porcentaje_humedad,Deporte_diario,Tipo_alimentacion,Ha_bebido_alcohol,Mes,Edad,Estacion,Hora_acostarse,Hora_despertar
6.7,2,5.0,29.9,35.4,mucho,sana,No,mayo,40,primavera,21:45,5:15
3.5,4,3.0,32.3,79.4,poco,muy procesada,No,noviembre,80,otoño,2:00,7:45
4.7,4,1.0,21.3,56.1,medio,equilibrada,No,septiembre,73,otoño,1:45,8:00
1.0,4,11.0,16.3,74.8,poco,procesada,Si,septiembre,66,otoño,20:15,9:00
5.4,3,1.0,25.1,72.2,nada,equilibrada,No,octubre,17,otoño,20:15,7:45
8.0,1,7.0,26.6,77.2,mucho,ayuno,No,marzo,49,primavera,21:30,5:00
5.8,2,2.0,42.5,79.6,medio,ayuno,Si,marzo,38,primavera,2:45,7:00
10.0,0,2.0,24.1,79.5,mucho,equilibrada,No,mayo,15,primavera,0:00,6:00
1.0,4,1.0,15.8,64.2,poco,muy procesada,Si,enero,64,invierno,0:30,6:45
8.4,1,6.0,38.9,34.6,poco,procesada,No,noviembre,57,otoño,1:45,8:45
4.7,2,7.0,22.8,35.7,medio,muy procesada,Si,noviembre,58,otoño,2:30,10:30
4.1,4,3.0,43.1,25.4,nada,equilibrada,No,febrero,43,invierno,2:15,10:15
5.0,3,4.0,30.2,63.4,medio,muy procesada,No,febrero,34,invierno,23:45,5:45
8.5,1,5.0,31.7,78.9,medio,ayuno,No,marzo,2,primavera,0:45,7:00
5.4,3,3.0,12.6,51.3,medio,sana,No,junio,34,verano,1:00,8:15
7.6,2,2.0,12.5,48.0,nada,equilibrada,No,septiembre,13,otoño,2:00,10:15
7.9,2,5.0,23.5,25.6,mucho,ayuno,No,mayo,9,primavera,2:15,10:00
2.6,4,3.0,16.6,37.2,nada,muy procesada,No,diciembre,62,invierno,2:15,7:30
7.0,2,4.0,42.1,77.3,mucho,sana,No,marzo,61,primavera,1:30,6:15
9.2,0,5.0,10.1,38.7,mucho,equilibrada,No,junio,18,verano,22:45,5:15
8.3,1,1.0,38.3,67.9,medio,equilibrada,No,agosto,51,verano,0:30,8:00
10.0,0,3.0,10.0,37.4,mucho,sana,No,abril,60,primavera,0:30,7:45
6.8,1,4.0,39.8,65.2,nada,muy procesada,No,septiembre,20,otoño,22:45,6:45
8.6,1,3.0,39.5,42.2,medio,sana,No,agosto,54,verano,20:15,11:15
5.0,3,4.0,42.7,73.4,poco,muy procesada,No,febrero,17,invierno,21:15,5:45
6.0,2,7.0,34.3,55.3,mucho,ayuno,No,julio,42,verano,20:45,6:00
8.0,1,1.0,13.9,34.7,poco,equilibrada,No,diciembre,76,invierno,22:45,8:00
10.0,0,7.0,27.8,34.4,mucho,ayuno,No,marzo,76,primavera,20:30,7:15
3.4,3,8.0,38.5,27.6,poco,muy procesada,Si,septiembre,0,otoño,21:00,8:45
6.5,1,5.0,24.9,33.6,medio,equilibrada,Si,mayo,41,primavera,20:30,8:45
6.7,0,6.0,10.3,28.0,poco,equilibrada,Si,noviembre,47,otoño,2:45,9:15
5.5,2,2.0,32.0,59.1,medio,procesada,No,octubre,21,otoño,1:15,8:15
5.0,2,5.0,36.4,40.9,medio,equilibrada,Si,abril,5,primavera,1:30,7:45
7.5,2,2.0,39.8,47.9,medio,equilibrada,No,septiembre,45,otoño,23:30,5:30
5.9,3,1.0,44.8,53.0,medio,equilibrada,No,agosto,80,verano,20:45,8:00
5.2,3,4.0,17.6,48.9,nada,procesada,No,diciembre,6,invierno,23:00,5:30
10.0,0,6.0,12.4,28.4,mucho,sana,No,junio,0,verano,21:00,5:15
6.8,2,7.0,24.4,41.4,mucho,ayuno,No,julio,23,verano,20:30,5:15
8.6,0,3.0,35.2,54.2,mucho,ayuno,Si,junio,11,verano,23:00,11:00
4.7,4,2.0,34.4,70.4,medio,sana,No,marzo,66,primavera,1:00,7:00
6.8,1,5.0,39.2,45.8,medio,procesada,No,enero,24,invierno,23:45,5:30
9.8,0,9.0,40.6,40.0,mucho,sana,No,junio,16,verano,23:30,11:00
3.3,4,5.0,43.4,66.2,poco,muy procesada,No,noviembre,61,otoño,20:00,6:30
3.8,2,7.0,31.7,57.1,medio,procesada,Si,septiembre,43,otoño,2:30,10:45
4.6,1,1.0,38.4,72.1,medio,procesada,Si,enero,38,invierno,21:15,7:30
6.0,1,4.0,35.5,34.3,nada,procesada,Si,noviembre,44,otoño,0:45,7:00
4.1,2,6.0,32.8,69.5,medio,ayuno,Si,marzo,24,primavera,0:15,7:15
3.9,4,1.0,34.0,77.6,medio,muy procesada,No,enero,29,invierno,0:00,8:30
5.3,3,6.0,30.2,45.6,medio,sana,No,marzo,67,primavera,2:45,10:30
6.4,2,2.0,35.0,49.5,poco,muy procesada,No,septiembre,49,otoño,0:00,5:45
7.0,0,4.0,23.2,30.1,medio,muy procesada,No,diciembre,35,invierno,0:15,6:00
7.2,2,8.0,39.7,45.0,mucho,sana,No,agosto,69,verano,22:45,9:30
6.1,2,3.0,43.9,41.1,poco,equilibrada,No,febrero,5,invierno,23:45,5:00
5.0,2,7.0,34.5,43.4,mucho,equilibrada,Si,agosto,64,verano,2:45,10:45
7.2,0,5.0,27.5,26.5,mucho,ayuno,Si,julio,63,verano,22:45,5:00
8.0,1,7.0,12.8,42.8,medio,equilibrada,No,junio,30,verano,23:45,7:00
4.9,3,4.0,30.5,37.1,nada,equilibrada,No,septiembre,62,otoño,1:30,6:30
6.4,3,1.0,22.8,28.9,medio,ayuno,No,agosto,78,verano,23:45,7:30
5.4,3,4.0,30.0,47.8,nada,muy procesada,No,diciembre,40,invierno,0:45,7:15
7.0,2,12.0,12.1,77.3,mucho,sana,No,agosto,39,verano,21:45,11:00
6.6,2,6.0,28.5,26.4,mucho,equilibrada,No,junio,17,verano,22:45,6:45
8.0,1,3.0,28.6,38.8,nada,equilibrada,No,enero,74,invierno,21:45,5:00
5.3,2,1.0,41.3,65.2,mucho,equilibrada,Si,agosto,57,verano,23:15,5:30
10.0,0,2.0,35.8,35.5,mucho,sana,No,abril,76,primavera,1:30,6:15
3.7,4,5.0,42.0,37.3,medio,equilibrada,No,mayo,67,primavera,2:45,8:00
6.9,2,1.0,29.7,58.2,medio,muy procesada,No,septiembre,77,otoño,1:30,8:30
3.8,2,5.0,16.8,48.7,medio,procesada,Si,noviembre,54,otoño,23:15,6:00
7.9,1,6.0,43.0,42.3,medio,equilibrada,No,febrero,40,invierno,0:00,7:45
10.0,0,1.0,34.6,39.2,mucho,ayuno,No,mayo,59,primavera,0:15,6:30
4.2,3,1.0,18.6,46.1,medio,sana,Si,marzo,8,primavera,1:15,9:45
4.4,2,4.0,37.0,53.3,medio,equilibrada,Si,septiembre,17,otoño,23:30,6:15
5.4,3,4.0,36.4,63.4,poco,equilibrada,No,noviembre,14,otoño,2:45,10:00
8.8,1,5.0,17.3,36.0,mucho,equilibrada,No,abril,75,primavera,23:15,7:45
5.0,3,6.0,21.9,38.4,medio,procesada,No,octubre,41,otoño,20:30,10:30
3.5,3,2.0,42.5,28.3,nada,procesada,No,septiembre,37,otoño,22:30,6:00
4.7,4,2.0,12.6,67.7,medio,equilibrada,No,julio,34,verano,20:45,9:15
7.2,2,4.0,10.9,30.1,mucho,equilibrada,No,agosto,23,verano,0:45,5:00
3.5,4,4.0,35.0,30.3,medio,equilibrada,No,marzo,75,primavera,1:00,6:00
3.2,4,4.0,40.0,59.5,poco,equilibrada,No,enero,10,invierno,23:30,6:30
6.9,1,4.0,25.1,48.9,medio,equilibrada,Si,agosto,65,verano,1:30,6:15
4.0,3,3.0,22.6,45.8,nada,procesada,No,febrero,14,invierno,23:30,6:00
2.6,4,7.0,32.4,60.8,medio,equilibrada,Si,julio,5,verano,20:30,9:30
6.5,2,2.0,21.0,29.1,medio,sana,No,mayo,13,primavera,21:00,5:00
8.8,1,1.0,12.9,64.5,medio,equilibrada,No,diciembre,1,invierno,1:45,6:00
3.9,3,1.0,30.3,57.2,medio,procesada,No,enero,25,invierno,23:45,6:15
9.5,0,2.0,38.6,35.2,mucho,equilibrada,No,abril,67,primavera,0:15,6:00
4.0,4,6.0,33.9,52.4,poco,equilibrada,No,octubre,40,otoño,22:00,6:45
3.1,3,2.0,22.0,68.3,medio,sana,Si,junio,76,verano,23:00,6:45
2.2,4,7.0,15.3,32.2,medio,ayuno,Si,junio,9,verano,22:15,8:15
7.0,2,3.0,33.0,73.4,medio,procesada,No,septiembre,55,otoño,2:45,7:30
6.2,3,5.0,42.2,50.9,medio,equilibrada,No,febrero,20,invierno,2:15,8:45
8.9,1,4.0,37.4,61.2,mucho,equilibrada,No,agosto,61,verano,2:15,7:45
7.4,1,4.0,13.0,75.9,poco,equilibrada,Si,septiembre,14,otoño,22:45,6:30
7.7,1,4.0,36.7,33.7,medio,ayuno,No,abril,58,primavera,23:45,6:45
7.3,2,4.0,32.9,48.7,mucho,equilibrada,No,junio,29,verano,21:00,5:00
3.8,2,5.0,26.8,76.4,medio,procesada,Si,septiembre,23,otoño,21:00,9:15
3.9,4,6.0,37.2,36.6,nada,equilibrada,No,octubre,22,otoño,20:45,7:45
6.7,2,1.0,22.8,66.7,mucho,ayuno,No,abril,74,primavera,1:30,8:00
7.6,1,3.0,31.4,65.5,nada,muy procesada,No,noviembre,72,otoño,22:45,5:30
6.4,2,3.0,36.7,37.2,medio,sana,No,abril,15,primavera,20:30,9:00
3.0,4,2.0,40.0,52.0,poco,procesada,No,febrero,25,invierno,0:30,6:30
6.9,1,7.0,31.4,71.5,poco,procesada,No,noviembre,27,otoño,21:45,5:30
6.1,1,7.0,14.1,47.4,nada,procesada,Si,enero,77,invierno,21:30,5:00
5.5,1,2.0,12.8,54.6,medio,equilibrada,Si,diciembre,77,invierno,1:45,6:00
8.9,1,1.0,26.8,69.3,mucho,sana,No,julio,39,verano,23:45,7:30
10.0,0,1.0,44.6,43.9,mucho,sana,No,mayo,46,primavera,21:15,5:00
5.5,3,4.0,12.4,28.8,medio,procesada,No,octubre,34,otoño,1:30,8:15
9.1,1,1.0,11.2,66.0,mucho,sana,No,junio,72,verano,0:30,8:45
8.0,1,3.0,24.6,48.4,mucho,ayuno,No,mayo,67,primavera,0:30,5:45
1.0,4,2.0,16.6,28.5,poco,procesada,Si,diciembre,2,invierno,1:30,8:15
1.2,4,3.0,20.4,58.3,medio,equilibrada,Si,agosto,13,verano,1:30,6:15
4.5,3,2.0,18.7,78.9,nada,procesada,No,septiembre,52,otoño,1:45,7:30
6.6,2,6.0,29.7,63.2,medio,equilibrada,No,agosto,25,verano,0:00,8:00
5.6,2,1.0,30.5,35.3,nada,muy procesada,No,febrero,7,invierno,20:00,9:15
5.0,4,5.0,39.3,47.1,medio,sana,No,abril,68,primavera,1:00,9:00
7.5,2,3.0,16.4,72.2,medio,equilibrada,No,agosto,47,verano,2:15,9:00
7.3,1,6.0,14.2,48.5,poco,procesada,No,enero,4,invierno,21:00,9:00
8.7,0,3.0,18.2,46.6,mucho,equilibrada,Si,junio,32,verano,1:00,8:00
5.9,2,10.0,26.6,67.6,nada,equilibrada,Si,enero,15,invierno,22:15,9:00
4.6,3,1.0,38.4,79.1,medio,ayuno,No,julio,71,verano,22:30,9:15
9.0,1,1.0,39.6,33.7,medio,equilibrada,No,mayo,7,primavera,1:00,7:00
4.9,2,6.0,28.6,38.9,mucho,equilibrada,Si,abril,47,primavera,1:00,9:00
4.7,3,2.0,14.5,30.3,medio,ayuno,No,abril,75,primavera,2:15,8:00
2.7,3,6.0,19.5,28.1,medio,sana,Si,mayo,71,primavera,2:00,9:30
9.3,0,1.0,37.4,69.7,mucho,ayuno,No,abril,7,primavera,1:00,6:30
5.4,3,2.0,42.8,55.9,medio,procesada,No,octubre,40,otoño,23:15,5:45
9.3,0,7.0,14.5,34.5,mucho,ayuno,No,mayo,8,primavera,22:00,9:45
5.6,3,6.0,44.8,33.9,medio,equilibrada,No,marzo,32,primavera,0:45,7:00
5.7,2,7.0,17.0,25.9,poco,procesada,No,septiembre,37,otoño,21:45,8:45
4.7,3,7.0,34.4,38.7,medio,muy procesada,No,noviembre,80,otoño,1:15,9:15
7.8,1,4.0,27.7,69.3,medio,sana,No,abril,33,primavera,21:45,9:30
2.8,3,1.0,11.1,29.9,poco,equilibrada,Si,octubre,3,otoño,2:15,8:15
2.7,3,9.0,43.0,74.9,medio,sana,Si,agosto,32,verano,20:15,8:45
7.3,2,6.0,23.9,33.3,medio,equilibrada,No,agosto,3,verano,1:30,8:15
2.7,3,1.0,22.5,67.0,medio,ayuno,Si,abril,53,primavera,21:00,9:15
3.6,3,1.0,38.2,30.5,medio,ayuno,No,abril,1,primavera,1:00,9:45
5.2,2,1.0,29.3,64.3,medio,equilibrada,Si,junio,63,verano,2:00,8:00
1.0,4,4.0,13.3,53.3,nada,muy procesada,Si,febrero,22,invierno,20:15,6:00
5.5,3,8.0,27.9,39.2,nada,muy procesada,No,octubre,72,otoño,21:45,8:15
7.6,1,5.0,15.0,60.0,mucho,equilibrada,No,mayo,70,primavera,22:30,5:30
9.0,0,5.0,42.5,77.4,mucho,sana,Si,junio,30,verano,21:45,9:15
6.9,1,8.0,41.8,68.1,mucho,sana,Si,julio,5,verano,21:30,7:15
4.3,2,2.0,30.1,63.9,medio,ayuno,Si,abril,48,primavera,2:00,8:15
4.3,2,3.0,39.2,26.7,medio,sana,Si,julio,52,verano,20:00,9:30
4.0,3,3.0,20.6,76.0,medio,ayuno,Si,agosto,69,verano,23:00,6:00
3.7,3,4.0,39.6,25.2,poco,procesada,No,enero,43,invierno,1:30,6:00
3.0,3,3.0,18.1,33.2,poco,equilibrada,Si,noviembre,20,otoño,21:45,11:45
9.4,1,7.0,31.4,72.2,poco,equilibrada,No,octubre,0,otoño,20:15,8:15
5.6,2,10.0,40.3,40.8,mucho,equilibrada,Si,agosto,46,verano,21:15,10:15
4.5,4,9.0,24.5,60.0,medio,sana,No,junio,37,verano,20:45,6:15
4.8,2,4.0,44.7,35.9,mucho,equilibrada,Si,mayo,26,primavera,22:00,8:00
3.1,4,5.0,38.4,63.7,nada,muy procesada,No,noviembre,44,otoño,22:00,5:15
7.9,2,2.0,42.8,37.2,medio,equilibrada,No,junio,69,verano,22:45,5:15
1.9,4,2.0,22.8,36.5,nada,muy procesada,Si,noviembre,73,otoño,22:45,5:15
7.7,2,7.0,14.3,71.2,nada,equilibrada,No,septiembre,19,otoño,23:30,7:45
2.8,3,1.0,39.2,69.5,medio,muy procesada,Si,diciembre,74,invierno,0:00,6:15
4.4,4,3.0,41.3,44.3,medio,sana,No,agosto,45,verano,1:45,7:45
8.0,1,3.0,18.0,59.3,mucho,sana,No,abril,61,primavera,20:45,6:15
9.9,0,3.0,10.5,49.5,mucho,ayuno,No,junio,33,verano,1:00,9:15
9.2,1,4.0,37.9,37.2,medio,ayuno,No,julio,16,verano,22:45,5:00
9.4,0,8.0,25.6,36.2,mucho,ayuno,No,marzo,9,primavera,20:00,10:30
4.1,3,4.0,18.4,75.8,medio,equilibrada,Si,marzo,68,primavera,2:30,8:45
8.1,1,12.0,37.2,72.9,poco,procesada,No,septiembre,69,otoño,20:15,10:45
7.9,1,1.0,17.9,52.0,mucho,ayuno,No,abril,39,primavera,21:15,8:15
4.3,2,1.0,25.1,68.4,medio,ayuno,Si,agosto,70,verano,22:30,5:15
4.5,3,4.0,36.9,63.1,medio,procesada,No,enero,44,invierno,21:30,6:00
3.0,4,5.0,13.8,32.1,medio,sana,No,marzo,17,primavera,23:45,6:15
10.0,0,5.0,14.3,56.1,mucho,equilibrada,No,marzo,56,primavera,21:00,6:30
8.1,1,1.0,40.5,75.3,mucho,equilibrada,No,julio,36,verano,0:00,6:30
8.3,0,2.0,26.9,32.1,mucho,equilibrada,Si,abril,38,primavera,1:00,6:45
4.1,3,4.0,43.3,76.5,medio,ayuno,Si,marzo,63,primavera,0:45,8:30
9.1,1,6.0,38.0,72.5,medio,sana,No,mayo,42,primavera,1:15,9:15
5.9,2,1.0,18.1,79.5,poco,muy procesada,No,febrero,47,invierno,23:15,10:15
6.2,2,1.0,25.0,56.2,mucho,ayuno,No,agosto,28,verano,23:45,6:00
8.5,0,3.0,32.8,54.2,mucho,ayuno,Si,abril,68,primavera,1:45,6:00
7.7,2,10.0,16.0,70.0,medio,ayuno,No,mayo,30,primavera,22:45,11:15
6.9,2,5.0,23.4,40.0,medio,equilibrada,No,diciembre,79,invierno,21:45,7:15
4.6,3,8.0,44.5,26.7,medio,procesada,No,octubre,27,otoño,20:45,11:45
8.5,1,6.0,21.7,52.1,medio,equilibrada,No,marzo,79,primavera,20:45,11:00
8.3,0,5.0,38.6,42.0,mucho,ayuno,Si,agosto,39,verano,1:00,7:00
6.7,2,2.0,33.9,30.6,medio,muy procesada,No,febrero,71,invierno,1:30,9:45
4.0,3,1.0,27.5,69.5,medio,procesada,No,septiembre,37,otoño,22:45,5:45
7.7,1,2.0,14.8,58.3,medio,ayuno,No,marzo,44,primavera,23:00,6:15
8.1,1,7.0,40.7,29.3,nada,equilibrada,No,noviembre,27,otoño,22:30,6:00
7.5,1,3.0,37.8,29.1,poco,muy procesada,No,diciembre,55,invierno,2:45,8:45
4.4,3,2.0,42.6,71.2,medio,muy procesada,No,enero,74,invierno,21:30,7:45
8.6,0,5.0,28.2,55.8,mucho,equilibrada,Si,junio,0,verano,0:15,8:15
3.6,3,2.0,35.3,75.2,nada,muy procesada,No,diciembre,43,invierno,22:30,10:00
5.9,2,5.0,20.5,59.7,poco,muy procesada,No,septiembre,5,otoño,22:00,5:00
2.1,4,14.0,38.9,42.1,medio,muy procesada,No,diciembre,14,invierno,20:00,11:15
6.1,2,3.0,43.5,77.3,medio,equilibrada,No,julio,1,verano,1:45,7:45
7.2,2,1.0,44.9,37.2,medio,equilibrada,No,diciembre,75,invierno,1:15,6:15
3.5,2,1.0,34.3,29.2,nada,procesada,Si,octubre,27,otoño,1:15,6:15
7.1,2,4.0,33.1,33.0,mucho,sana,No,julio,18,verano,20:45,10:45
5.3,2,4.0,38.4,63.4,poco,equilibrada,Si,enero,52,invierno,23:30,6:15
10.0,0,4.0,22.7,59.4,mucho,equilibrada,No,agosto,52,verano,0:00,7:15
3.4,3,1.0,27.2,58.2,medio,ayuno,Si,julio,33,verano,0:30,5:00
9.2,1,5.0,33.0,57.0,mucho,ayuno,No,junio,31,verano,23:30,6:45
8.7,0,5.0,15.2,70.7,mucho,sana,Si,mayo,64,primavera,23:30,5:00
2.2,3,7.0,37.8,48.7,medio,muy procesada,Si,enero,59,invierno,21:00,9:30
10.0,0,1.0,30.9,77.6,mucho,sana,No,marzo,53,primavera,1:45,7:00
8.1,0,2.0,18.8,45.3,mucho,ayuno,No,julio,23,verano,22:45,5:15
7.1,1,4.0,31.5,53.1,mucho,ayuno,Si,agosto,57,verano,1:15,6:45
6.8,1,3.0,13.1,71.0,medio,sana,Si,mayo,50,primavera,21:00,5:15
3.8,4,4.0,20.6,32.0,medio,sana,No,abril,80,primavera,22:15,6:00
2.7,3,1.0,39.9,57.8,medio,equilibrada,Si,julio,37,verano,2:45,9:15
6.9,2,5.0,24.5,26.5,mucho,ayuno,No,marzo,39,primavera,1:45,8:45
4.8,3,9.0,16.9,73.1,poco,muy procesada,No,noviembre,64,otoño,20:00,8:00
5.5,2,7.0,11.9,56.2,poco,muy procesada,No,febrero,40,invierno,21:15,11:45
3.8,2,4.0,33.1,40.3,medio,muy procesada,Si,octubre,9,otoño,0:45,5:15
5.5,1,6.0,17.2,63.5,medio,equilibrada,Si,marzo,20,primavera,21:15,5:30
9.1,1,1.0,44.3,45.6,mucho,sana,No,julio,26,verano,0:15,5:15
1.0,4,1.0,12.0,72.4,medio,procesada,Si,septiembre,71,otoño,22:00,8:00
2.4,4,3.0,11.2,27.0,medio,equilibrada,Si,febrero,40,invierno,2:45,10:15
4.5,4,5.0,21.8,40.1,nada,equilibrada,No,febrero,2,invierno,2:00,10:30
10.0,0,5.0,28.2,30.6,mucho,equilibrada,No,Desconocido,11,verano,0:45,8:45
6.1,3,8.0,14.0,69.7,poco,equilibrada,No,noviembre,12,otoño,20:00,8:45
1.8,4,1.0,39.1,74.0,medio,equilibrada,Si,mayo,10,primavera,1:15,9:45
9.3,1,5.0,13.2,26.9,medio,equilibrada,No,noviembre,19,otoño,0:15,8:45
6.3,3,4.0,41.9,50.9,medio,sana,No,julio,50,verano,2:15,8:15
7.1,1,8.0,12.8,40.8,medio,procesada,No,octubre,66,otoño,20:15,7:15
7.9,2,4.0,25.3,38.7,medio,sana,No,abril,4,primavera,23:30,7:00
4.0,2,4.0,29.1,33.9,nada,muy procesada,Si,septiembre,35,otoño,1:00,8:00
7.1,1,5.0,10.8,26.1,mucho,equilibrada,Si,abril,24,primavera,1:45,8:30
7.6,1,1.0,26.9,62.2,mucho,equilibrada,No,marzo,36,primavera,23:15,5:00
8.0,1,14.0,28.1,26.9,medio,procesada,No,enero,45,invierno,20:45,11:15
5.3,3,1.0,18.7,53.9,medio,muy procesada,No,enero,78,invierno,0:45,8:45
4.3,2,1.0,20.4,59.6,medio,equilibrada,Si,abril,77,primavera,2:45,7:30
7.8,2,1.0,13.1,49.5,medio,equilibrada,No,noviembre,65,otoño,1:30,8:45
7.0,1,4.0,38.2,48.5,medio,equilibrada,Si,enero,30,invierno,22:30,5:00
7.6,2,1.0,20.2,77.1,mucho,sana,No,abril,54,primavera,0:15,5:45
6.6,1,7.0,35.3,69.5,mucho,sana,Si,abril,40,primavera,22:15,6:00
6.9,1,5.0,34.1,35.7,medio,muy procesada,No,enero,45,invierno,2:15,8:00
3.2,2,4.0,38.5,59.0,medio,procesada,Si,enero,19,invierno,0:30,7:30
2.1,4,1.0,38.2,63.4,medio,sana,Si,marzo,74,primavera,20:30,7:30
1.5,4,6.0,32.9,38.9,nada,muy procesada,Si,septiembre,10,otoño,2:45,9:15
6.4,2,2.0,12.3,63.4,poco,procesada,No,octubre,56,otoño,23:30,5:45
8.2,1,3.0,41.7,44.0,mucho,sana,No,agosto,49,verano,2:30,9:30
4.2,3,6.0,17.6,69.4,poco,muy procesada,No,octubre,47,otoño,0:45,8:45
9.5,1,5.0,11.7,65.1,medio,equilibrada,No,noviembre,59,otoño,2:00,10:45
6.7,1,1.0,40.1,67.1,medio,ayuno,Si,mayo,9,primavera,0:00,7:45
7.1,2,7.0,43.1,27.6,mucho,equilibrada,No,julio,21,verano,21:30,5:30
4.0,4,5.0,41.3,46.2,poco,procesada,No,octubre,15,otoño,21:45,10:15
6.1,2,1.0,31.7,62.9,mucho,equilibrada,No,agosto,63,verano,23:15,5:30
2.6,3,5.0,38.4,58.3,medio,muy procesada,No,diciembre,25,invierno,23:15,7:15
9.4,0,5.0,39.5,53.1,mucho,equilibrada,No,julio,76,verano,2:00,9:15
9.6,0,2.0,28.7,32.9,mucho,sana,No,agosto,35,verano,0:45,6:00
3.8,3,2.0,44.2,70.0,medio,equilibrada,Si,junio,71,verano,22:15,6:30
7.7,2,4.0,37.9,59.0,medio,ayuno,No,mayo,47,primavera,21:00,5:45
8.0,1,3.0,41.7,33.5,mucho,sana,No,abril,16,primavera,1:45,8:30
7.6,2,1.0,28.2,75.9,mucho,equilibrada,No,mayo,45,primavera,23:45,6:30
1.2,4,1.0,42.3,29.0,medio,procesada,Si,diciembre,53,invierno,2:45,8:30
7.4,2,5.0,23.9,54.0,medio,ayuno,No,agosto,21,verano,1:00,7:15
7.6,1,4.0,24.1,65.1,medio,procesada,No,diciembre,74,invierno,0:00,8:15
1.8,3,7.0,22.1,66.7,poco,procesada,Si,septiembre,50,otoño,22:30,9:15
7.0,2,2.0,22.1,32.0,medio,sana,No,marzo,0,primavera,1:00,7:00
5.5,2,4.0,33.7,52.3,medio,equilibrada,Si,mayo,70,primavera,2:30,7:15
7.2,0,1.0,16.7,30.6,mucho,equilibrada,Si,junio,18,verano,2:30,9:45
7.3,0,4.0,14.2,57.3,mucho,sana,Si,agosto,66,verano,2:00,8:30
8.0,1,1.0,36.7,33.8,poco,muy procesada,No,enero,15,invierno,1:00,9:15
9.0,1,2.0,23.0,50.4,mucho,equilibrada,No,junio,52,verano,1:45,8:45
6.3,2,2.0,42.5,56.6,medio,procesada,No,octubre,46,otoño,1:45,7:45
8.9,1,1.0,26.6,67.5,medio,equilibrada,No,junio,71,verano,2:00,7:15
6.9,2,3.0,44.5,74.1,medio,sana,No,marzo,16,primavera,21:15,6:00
4.7,3,6.0,22.4,71.4,medio,muy procesada,No,diciembre,38,invierno,22:30,11:00
5.3,3,6.0,14.9,46.4,medio,procesada,No,enero,42,invierno,2:00,10:15
7.9,2,7.0,18.0,59.7,mucho,sana,No,marzo,54,primavera,23:15,7:15
4.7,3,1.0,36.8,68.4,medio,equilibrada,No,agosto,48,verano,1:15,8:00
8.5,1,1.0,27.7,44.5,medio,ayuno,No,mayo,17,primavera,2:00,7:30
6.2,2,1.0,22.0,74.6,mucho,sana,No,junio,6,verano,2:00,10:30
9.0,0,8.0,11.4,52.0,mucho,sana,Si,marzo,78,primavera,21:15,7:30
8.8,0,1.0,17.2,57.9,medio,sana,No,julio,26,verano,21:45,5:45
7.1,2,3.0,21.5,28.5,medio,sana,No,mayo,50,primavera,1:45,6:00
6.2,1,3.0,33.0,57.8,medio,equilibrada,No,octubre,52,otoño,1:15,7:30
6.1,2,1.0,23.3,50.7,mucho,ayuno,No,agosto,56,verano,1:15,6:15
6.8,2,4.0,13.2,50.1,medio,sana,No,julio,80,verano,1:30,8:45
6.5,3,3.0,13.8,47.5,medio,equilibrada,No,agosto,2,verano,0:30,8:30
6.6,2,12.0,34.6,32.5,nada,procesada,No,diciembre,77,invierno,20:00,10:45
2.4,4,4.0,21.2,41.6,nada,equilibrada,Si,septiembre,8,otoño,1:30,8:15
4.4,2,5.0,23.1,36.8,nada,equilibrada,Si,octubre,25,otoño,23:00,5:30
8.2,1,3.0,37.0,48.8,poco,procesada,No,noviembre,69,otoño,22:30,7:30
6.5,2,7.0,15.7,54.6,medio,sana,No,mayo,27,primavera,0:45,8:00
3.4,3,3.0,34.0,50.8,poco,equilibrada,Si,diciembre,2,invierno,2:45,7:45
6.9,2,5.0,18.7,56.2,nada,muy procesada,No,enero,15,invierno,23:45,7:15
3.2,4,1.0,33.5,73.5,medio,procesada,No,octubre,12,otoño,0:30,6:45
4.6,2,3.0,35.7,56.3,poco,equilibrada,Si,febrero,47,invierno,0:30,7:00
6.2,2,3.0,40.8,46.3,poco,procesada,No,septiembre,1,otoño,23:45,7:15
6.4,1,3.0,37.1,30.3,nada,procesada,Si,diciembre,16,invierno,20:15,11:45
10.0,0,1.0,26.4,31.3,mucho,ayuno,No,marzo,31,primavera,1:15,6:15
8.1,1,4.0,15.4,40.4,mucho,equilibrada,No,mayo,8,primavera,1:45,7:15
4.4,3,4.0,11.1,54.9,medio,muy procesada,No,septiembre,69,otoño,1:00,6:00
2.1,4,5.0,33.0,64.0,medio,sana,Si,mayo,79,primavera,23:15,5:45
4.2,2,1.0,14.3,78.4,poco,procesada,Si,septiembre,48,otoño,23:15,5:15
7.1,0,4.0,33.6,67.3,mucho,equilibrada,Si,julio,25,verano,22:15,11:15
5.7,3,8.0,44.7,48.5,medio,equilibrada,No,diciembre,57,invierno,20:15,7:00
6.4,2,4.0,24.2,31.3,medio,muy procesada,No,enero,37,invierno,0:00,6:30
3.4,4,5.0,28.1,32.4,poco,equilibrada,No,octubre,0,otoño,0:30,6:30
5.6,1,6.0,28.1,72.2,medio,equilibrada,Si,abril,57,primavera,2:15,9:30
8.8,1,3.0,34.1,67.7,mucho,ayuno,No,abril,53,primavera,2:00,7:00
6.2,2,5.0,33.2,65.6,mucho,ayuno,No,junio,17,verano,1:15,7:45
