Puntuacion,Veces_despertado,Horas_sueño_profundo,Temperatura,Porcentaje_humedad,Deporte_diario,Tipo_alimentacion,Ha_bebido_alcohol,Mes,Edad,Estacion,Hora_acostarse,Hora_despertar
1.0,4,1,15.8,64.2,poco,muy procesada,True,enero,64,invierno,0:30,6:45
8.4,1,6,38.9,34.6,poco,procesada,False,noviembre,57,otoño,1:45,8:45
4.7,2,7,22.8,35.7,medio,muy procesada,True,noviembre,58,otoño,2:30,10:30
4.1,4,3,43.1,25.4,nada,equilibrada,False,febrero,43,invierno,2:15,10:15
5.0,3,4,30.2,63.4,medio,muy procesada,False,febrero,34,invierno,23:45,5:45
8.5,1,5,31.7,78.9,medio,ayuno,False,marzo,2,primavera,0:45,7:00
5.4,3,3,12.6,51.3,medio,sana,False,junio,34,verano,1:00,8:15
7.6,2,2,12.5,48.0,nada,equilibrada,False,septiembre,13,otoño,2:00,10:15
7.9,2,5,23.5,25.6,mucho,ayuno,False,mayo,9,primavera,2:15,10:00
2.6,4,3,16.6,37.2,nada,muy procesada,False,diciembre,62,invierno,2:15,7:30
7.0,2,4,42.1,77.3,mucho,sana,False,marzo,61,primavera,1:30,6:15
9.2,0,5,10.1,38.7,mucho,equilibrada,False,junio,18,verano,22:45,5:15
8.3,1,1,38.3,67.9,medio,equilibrada,False,agosto,51,verano,0:30,8:00
10.0,0,3,10.0,37.4,mucho,sana,False,abril,60,primavera,0:30,7:45
6.8,1,4,39.8,65.2,nada,muy procesada,False,septiembre,20,otoño,22:45,6:45
8.6,1,3,39.5,42.2,medio,sana,False,agosto,54,verano,20:15,11:15
5.0,3,4,42.7,73.4,poco,muy procesada,False,febrero,17,invierno,21:15,5:45
6.0,2,7,34.3,55.3,mucho,ayuno,False,julio,42,verano,20:45,6:00
8.0,1,1,13.9,34.7,poco,equilibrada,False,diciembre,76,invierno,22:45,8:00
10.0,0,7,27.8,34.4,mucho,ayuno,False,marzo,76,primavera,20:30,7:15
3.4,3,8,38.5,27.6,poco,muy procesada,True,septiembre,0,otoño,21:00,8:45
6.5,1,5,24.9,33.6,medio,equilibrada,True,mayo,41,primavera,20:30,8:45
6.7,0,6,10.3,28.0,poco,equilibrada,True,noviembre,47,otoño,2:45,9:15
5.5,2,2,32.0,59.1,medio,procesada,False,octubre,21,otoño,1:15,8:15
5.0,2,5,36.4,40.9,medio,equilibrada,True,abril,5,primavera,1:30,7:45
7.5,2,2,39.8,47.9,medio,equilibrada,False,septiembre,45,otoño,23:30,5:30
5.9,3,1,44.8,53.0,medio,equilibrada,False,agosto,80,verano,20:45,8:00
5.2,3,4,17.6,48.9,nada,procesada,False,diciembre,6,invierno,23:00,5:30
10.0,0,6,12.4,28.4,mucho,sana,False,junio,0,verano,21:00,5:15
6.8,2,7,24.4,41.4,mucho,ayuno,False,julio,23,verano,20:30,5:15
8.6,0,3,35.2,54.2,mucho,ayuno,True,junio,11,verano,23:00,11:00
4.7,4,2,34.4,70.4,medio,sana,False,marzo,66,primavera,1:00,7:00
6.8,1,5,39.2,45.8,medio,procesada,False,enero,24,invierno,23:45,5:30
9.8,0,9,40.6,40.0,mucho,sana,False,junio,16,verano,23:30,11:00
3.3,4,5,43.4,66.2,poco,muy procesada,False,noviembre,61,otoño,20:00,6:30
3.8,2,7,31.7,57.1,medio,procesada,True,septiembre,43,otoño,2:30,10:45
4.6,1,1,38.4,72.1,medio,procesada,True,enero,38,invierno,21:15,7:30
6.0,1,4,35.5,34.3,nada,procesada,True,noviembre,44,otoño,0:45,7:00
4.1,2,6,32.8,69.5,medio,ayuno,True,marzo,24,primavera,0:15,7:15
3.9,4,1,34.0,77.6,medio,muy procesada,False,enero,29,invierno,0:00,8:30
5.3,3,6,30.2,45.6,medio,sana,False,marzo,67,primavera,2:45,10:30
6.4,2,2,35.0,49.5,poco,muy procesada,False,septiembre,49,otoño,0:00,5:45
7.0,0,4,23.2,30.1,medio,muy procesada,False,diciembre,35,invierno,0:15,6:00
7.2,2,8,39.7,45.0,mucho,sana,False,agosto,69,verano,22:45,9:30
6.1,2,3,43.9,41.1,poco,equilibrada,False,febrero,5,invierno,23:45,5:00
5.0,2,7,34.5,43.4,mucho,equilibrada,True,agosto,64,verano,2:45,10:45
7.2,0,5,27.5,26.5,mucho,ayuno,True,julio,63,verano,22:45,5:00
8.0,1,7,12.8,42.8,medio,equilibrada,False,junio,30,verano,23:45,7:00
4.9,3,4,30.5,37.1,nada,equilibrada,False,septiembre,62,otoño,1:30,6:30
6.4,3,1,22.8,28.9,medio,ayuno,False,agosto,78,verano,23:45,7:30
5.4,3,4,30.0,47.8,nada,muy procesada,False,diciembre,40,invierno,0:45,7:15
6.5,0,6,33.1,45.0,mucho,ayuno,True,jul,67,verano,22:00,6:00
7.0,2,12,12.1,77.3,mucho,sana,False,agosto,39,verano,21:45,11:00
6.6,2,6,28.5,26.4,mucho,equilibrada,False,junio,17,verano,22:45,6:45
6.7,2,11,24.0,38.8,nada,muy procesada,False,octubre,7,otoño,22:45,11:30
8.0,1,3,28.6,38.8,nada,equilibrada,False,enero,74,invierno,21:45,5:00
5.3,2,1,41.3,65.2,mucho,equilibrada,True,agosto,57,verano,23:15,5:30
10.0,0,2,35.8,35.5,mucho,sana,False,abril,76,primavera,1:30,6:15
3.7,4,5,42.0,37.3,medio,equilibrada,False,mayo,67,primavera,2:45,8:00
6.9,2,1,29.7,58.2,medio,muy procesada,False,septiembre,77,otoño,1:30,8:30
3.8,2,5,16.8,48.7,medio,procesada,True,noviembre,54,otoño,23:15,6:00
7.9,1,6,43.0,42.3,medio,equilibrada,False,febrero,40,invierno,0:00,7:45
10.0,0,1,34.6,39.2,mucho,ayuno,False,mayo,59,primavera,0:15,6:30
4.2,3,1,18.6,46.1,medio,sana,True,marzo,8,primavera,1:15,9:45
4.4,2,4,37.0,53.3,medio,equilibrada,True,septiembre,17,otoño,23:30,6:15
5.4,3,4,36.4,63.4,poco,equilibrada,False,noviembre,14,otoño,2:45,10:00
8.8,1,5,17.3,36.0,mucho,equilibrada,False,abril,75,primavera,23:15,7:45
5.0,3,6,21.9,38.4,medio,procesada,False,octubre,41,otoño,20:30,10:30
3.5,3,2,42.5,28.3,nada,procesada,False,septiembre,37,otoño,22:30,6:00
4.7,4,2,12.6,67.7,medio,equilibrada,False,julio,34,verano,20:45,9:15
7.2,2,4,10.9,30.1,mucho,equilibrada,False,agosto,23,verano,0:45,5:00
3.5,4,4,35.0,30.3,medio,equilibrada,False,marzo,75,primavera,1:00,6:00
3.2,4,4,40.0,59.5,poco,equilibrada,False,enero,10,invierno,23:30,6:30
6.9,1,4,25.1,48.9,medio,equilibrada,True,agosto,65,verano,1:30,6:15
4.0,3,3,22.6,45.8,nada,procesada,False,febrero,14,invierno,23:30,6:00
2.6,4,7,32.4,60.8,medio,equilibrada,True,julio,5,verano,20:30,9:30
6.5,2,2,21.0,29.1,medio,sana,False,mayo,13,primavera,21:00,5:00
8.8,1,1,12.9,64.5,medio,equilibrada,False,diciembre,1,invierno,1:45,6:00
3.9,3,1,30.3,57.2,medio,procesada,False,enero,25,invierno,23:45,6:15
9.5,0,2,38.6,35.2,mucho,equilibrada,False,abril,67,primavera,0:15,6:00
4.0,4,6,33.9,52.4,poco,equilibrada,False,octubre,40,otoño,22:00,6:45
3.1,3,2,22.0,68.3,medio,sana,True,junio,76,verano,23:00,6:45
2.2,4,7,15.3,32.2,medio,ayuno,True,junio,9,verano,22:15,8:15
7.0,2,3,33.0,73.4,medio,procesada,False,septiembre,55,otoño,2:45,7:30
6.2,3,5,42.2,50.9,medio,equilibrada,False,febrero,20,invierno,2:15,8:45
8.9,1,4,37.4,61.2,mucho,equilibrada,False,agosto,61,verano,2:15,7:45
7.4,1,4,13.0,75.9,poco,equilibrada,True,septiembre,14,otoño,22:45,6:30
7.7,1,4,36.7,33.7,medio,ayuno,False,abril,58,primavera,23:45,6:45
7.3,2,4,32.9,48.7,mucho,equilibrada,False,junio,29,verano,21:00,5:00
3.8,2,5,26.8,76.4,medio,procesada,True,septiembre,23,otoño,21:00,9:15
3.9,4,6,37.2,36.6,nada,equilibrada,False,octubre,22,otoño,20:45,7:45
6.7,2,1,22.8,66.7,mucho,ayuno,False,abril,74,primavera,1:30,8:00
7.6,1,3,31.4,65.5,nada,muy procesada,False,noviembre,72,otoño,22:45,5:30
6.4,2,3,36.7,37.2,medio,sana,False,abril,15,primavera,20:30,9:00
3.0,4,2,40.0,52.0,poco,procesada,False,febrero,25,invierno,0:30,6:30
6.9,1,7,31.4,71.5,poco,procesada,False,noviembre,27,otoño,21:45,5:30
6.1,1,7,14.1,47.4,nada,procesada,True,enero,77,invierno,21:30,5:00
5.5,1,2,12.8,54.6,medio,equilibrada,True,diciembre,77,invierno,1:45,6:00
8.9,1,1,26.8,69.3,mucho,sana,False,julio,39,verano,23:45,7:30
10.0,0,1,44.6,43.9,mucho,sana,False,mayo,46,primavera,21:15,5:00
5.5,3,4,12.4,28.8,medio,procesada,False,octubre,34,otoño,1:30,8:15
9.1,1,1,11.2,66.0,mucho,sana,False,junio,72,verano,0:30,8:45
8.0,1,3,24.6,48.4,mucho,ayuno,False,mayo,67,primavera,0:30,5:45
1.0,4,2,16.6,28.5,poco,procesada,True,diciembre,2,invierno,1:30,8:15
1.2,4,3,20.4,58.3,medio,equilibrada,True,agosto,13,verano,1:30,6:15
3.9,1,4,38.0,52.0,nada,procesada,True,sept,76,otoño,0:45,5:30
4.7,2,1,29.2,48.3,medio,equilibrada,False,jul,12,verano,1:15,6:45
7.3,1,2,24.9,70.6,mucho,equilibrada,True,may,53,primavera,2:45,10:15
4.5,3,2,18.7,78.9,nada,procesada,False,septiembre,52,otoño,1:45,7:30
6.6,2,6,29.7,63.2,medio,equilibrada,False,agosto,25,verano,0:00,8:00
5.6,2,1,30.5,35.3,nada,muy procesada,False,febrero,7,invierno,20:00,9:15
5.0,4,5,39.3,47.1,medio,sana,False,abril,68,primavera,1:00,9:00
7.5,2,3,16.4,72.2,medio,equilibrada,False,agosto,47,verano,2:15,9:00
7.3,1,6,14.2,48.5,poco,procesada,False,enero,4,invierno,21:00,9:00
8.7,0,3,18.2,46.6,mucho,equilibrada,True,junio,32,verano,1:00,8:00
5.9,2,10,26.6,67.6,nada,equilibrada,True,enero,15,invierno,22:15,9:00
4.6,3,1,38.4,79.1,medio,ayuno,False,julio,71,verano,22:30,9:15
9.0,1,1,39.6,33.7,medio,equilibrada,False,mayo,7,primavera,1:00,7:00
6.5,2,12,31.4,47.5,medio,equilibrada,False,agosto,63,verano,22:30,11:30
4.9,2,6,28.6,38.9,mucho,equilibrada,True,abril,47,primavera,1:00,9:00
4.7,3,2,14.5,30.3,medio,ayuno,False,abril,75,primavera,2:15,8:00
2.7,3,6,19.5,28.1,medio,sana,True,mayo,71,primavera,2:00,9:30
9.3,0,1,37.4,69.7,mucho,ayuno,False,abril,7,primavera,1:00,6:30
5.4,3,2,42.8,55.9,medio,procesada,False,octubre,40,otoño,23:15,5:45
9.3,0,7,14.5,34.5,mucho,ayuno,False,mayo,8,primavera,22:00,9:45
5.6,3,6,44.8,33.9,medio,equilibrada,False,marzo,32,primavera,0:45,7:00
5.7,2,7,17.0,25.9,poco,procesada,False,septiembre,37,otoño,21:45,8:45
4.7,3,7,34.4,38.7,medio,muy procesada,False,noviembre,80,otoño,1:15,9:15
7.8,1,4,27.7,69.3,medio,sana,False,abril,33,primavera,21:45,9:30
2.8,3,1,11.1,29.9,poco,equilibrada,True,octubre,3,otoño,2:15,8:15
2.7,3,9,43.0,74.9,medio,sana,True,agosto,32,verano,20:15,8:45
7.3,2,6,23.9,33.3,medio,equilibrada,False,agosto,3,verano,1:30,8:15
2.7,3,1,22.5,67.0,medio,ayuno,True,abril,53,primavera,21:00,9:15
3.6,3,1,38.2,30.5,medio,ayuno,False,abril,1,primavera,1:00,9:45
5.2,2,1,29.3,64.3,medio,equilibrada,True,junio,63,verano,2:00,8:00
1.0,4,4,13.3,53.3,nada,muy procesada,True,febrero,22,invierno,20:15,6:00
5.5,3,8,27.9,39.2,nada,muy procesada,False,octubre,72,otoño,21:45,8:15
7.6,1,5,15.0,60.0,mucho,equilibrada,False,mayo,70,primavera,22:30,5:30
9.0,0,5,42.5,77.4,mucho,sana,True,junio,30,verano,21:45,9:15
6.9,1,8,41.8,68.1,mucho,sana,True,julio,5,verano,21:30,7:15
4.3,2,2,30.1,63.9,medio,ayuno,True,abril,48,primavera,2:00,8:15
4.3,2,3,39.2,26.7,medio,sana,True,julio,52,verano,20:00,9:30
4.0,3,3,20.6,76.0,medio,ayuno,True,agosto,69,verano,23:00,6:00
3.7,3,4,39.6,25.2,poco,procesada,False,enero,43,invierno,1:30,6:00
3.0,3,3,18.1,33.2,poco,equilibrada,True,noviembre,20,otoño,21:45,11:45
9.4,1,7,31.4,72.2,poco,equilibrada,False,octubre,0,otoño,20:15,8:15
5.6,2,10,40.3,40.8,mucho,equilibrada,True,agosto,46,verano,21:15,10:15
4.5,4,9,24.5,60.0,medio,sana,False,junio,37,verano,20:45,6:15
4.8,2,4,44.7,35.9,mucho,equilibrada,True,mayo,26,primavera,22:00,8:00
3.1,4,5,38.4,63.7,nada,muy procesada,False,noviembre,44,otoño,22:00,5:15
7.9,2,2,42.8,37.2,medio,equilibrada,False,junio,69,verano,22:45,5:15
1.9,4,2,22.8,36.5,nada,muy procesada,True,noviembre,73,otoño,22:45,5:15
7.7,2,7,14.3,71.2,nada,equilibrada,False,septiembre,19,otoño,23:30,7:45
2.8,3,1,39.2,69.5,medio,muy procesada,True,diciembre,74,invierno,0:00,6:15
4.4,4,3,41.3,44.3,medio,sana,False,agosto,45,verano,1:45,7:45
8.0,1,3,18.0,59.3,mucho,sana,False,abril,61,primavera,20:45,6:15
9.9,0,3,10.5,49.5,mucho,ayuno,False,junio,33,verano,1:00,9:15
9.2,1,4,37.9,37.2,medio,ayuno,False,julio,16,verano,22:45,5:00
9.4,0,8,25.6,36.2,mucho,ayuno,False,marzo,9,primavera,20:00,10:30
4.1,3,4,18.4,75.8,medio,equilibrada,True,marzo,68,primavera,2:30,8:45
8.1,1,12,37.2,72.9,poco,procesada,False,septiembre,69,otoño,20:15,10:45
7.9,1,1,17.9,52.0,mucho,ayuno,False,abril,39,primavera,21:15,8:15
4.3,2,1,25.1,68.4,medio,ayuno,True,agosto,70,verano,22:30,5:15
4.5,3,4,36.9,63.1,medio,procesada,False,enero,44,invierno,21:30,6:00
3.0,4,5,13.8,32.1,medio,sana,False,marzo,17,primavera,23:45,6:15
10.0,0,5,14.3,56.1,mucho,equilibrada,False,marzo,56,primavera,21:00,6:30
8.1,1,1,40.5,75.3,mucho,equilibrada,False,julio,36,verano,0:00,6:30
8.3,0,2,26.9,32.1,mucho,equilibrada,True,abril,38,primavera,1:00,6:45
4.1,3,4,43.3,76.5,medio,ayuno,True,marzo,63,primavera,0:45,8:30
9.1,1,6,38.0,72.5,medio,sana,False,mayo,42,primavera,1:15,9:15
5.9,2,1,18.1,79.5,poco,muy procesada,False,febrero,47,invierno,23:15,10:15
6.2,2,1,25.0,56.2,mucho,ayuno,False,agosto,28,verano,23:45,6:00
8.5,0,3,32.8,54.2,mucho,ayuno,True,abril,68,primavera,1:45,6:00
3.7,3,6,16.1,63.0,nada,procesada,False,nov,44,otoño,0:00,7:45
7.7,2,10,16.0,70.0,medio,ayuno,False,mayo,30,primavera,22:45,11:15
6.9,2,5,23.4,40.0,medio,equilibrada,False,diciembre,79,invierno,21:45,7:15
4.6,3,8,44.5,26.7,medio,procesada,False,octubre,27,otoño,20:45,11:45
8.5,1,6,21.7,52.1,medio,equilibrada,False,marzo,79,primavera,20:45,11:00
8.3,0,5,38.6,42.0,mucho,ayuno,True,agosto,39,verano,1:00,7:00
6.7,2,2,33.9,30.6,medio,muy procesada,False,febrero,71,invierno,1:30,9:45
4.0,3,1,27.5,69.5,medio,procesada,False,septiembre,37,otoño,22:45,5:45
7.7,1,2,14.8,58.3,medio,ayuno,False,marzo,44,primavera,23:00,6:15
8.1,1,7,40.7,29.3,nada,equilibrada,False,noviembre,27,otoño,22:30,6:00
7.5,1,3,37.8,29.1,poco,muy procesada,False,diciembre,55,invierno,2:45,8:45
4.4,3,2,42.6,71.2,medio,muy procesada,False,enero,74,invierno,21:30,7:45
8.6,0,5,28.2,55.8,mucho,equilibrada,True,junio,0,verano,0:15,8:15
3.6,3,2,35.3,75.2,nada,muy procesada,False,diciembre,43,invierno,22:30,10:00
5.9,2,5,20.5,59.7,poco,muy procesada,False,septiembre,5,otoño,22:00,5:00
2.1,4,14,38.9,42.1,medio,muy procesada,False,diciembre,14,invierno,20:00,11:15
6.1,2,3,43.5,77.3,medio,equilibrada,False,julio,1,verano,1:45,7:45
7.2,2,1,44.9,37.2,medio,equilibrada,False,diciembre,75,invierno,1:15,6:15
3.5,2,1,34.3,29.2,nada,procesada,True,octubre,27,otoño,1:15,6:15
7.1,2,4,33.1,33.0,mucho,sana,False,julio,18,verano,20:45,10:45
5.3,2,4,38.4,63.4,poco,equilibrada,True,enero,52,invierno,23:30,6:15
10.0,0,4,22.7,59.4,mucho,equilibrada,False,agosto,52,verano,0:00,7:15
3.4,3,1,27.2,58.2,medio,ayuno,True,julio,33,verano,0:30,5:00
9.2,1,5,33.0,57.0,mucho,ayuno,False,junio,31,verano,23:30,6:45
8.7,0,5,15.2,70.7,mucho,sana,True,mayo,64,primavera,23:30,5:00
2.2,3,7,37.8,48.7,medio,muy procesada,True,enero,59,invierno,21:00,9:30
10.0,0,1,30.9,77.6,mucho,sana,False,marzo,53,primavera,1:45,7:00
8.1,0,2,18.8,45.3,mucho,ayuno,False,julio,23,verano,22:45,5:15
7.1,1,4,31.5,53.1,mucho,ayuno,True,agosto,57,verano,1:15,6:45
6.8,1,3,13.1,71.0,medio,sana,True,mayo,50,primavera,21:00,5:15
3.8,4,4,20.6,32.0,medio,sana,False,abril,80,primavera,22:15,6:00
2.7,3,1,39.9,57.8,medio,equilibrada,True,julio,37,verano,2:45,9:15
6.9,2,5,24.5,26.5,mucho,ayuno,False,marzo,39,primavera,1:45,8:45
4.8,3,9,16.9,73.1,poco,muy procesada,False,noviembre,64,otoño,20:00,8:00
5.5,2,7,11.9,56.2,poco,muy procesada,False,febrero,40,invierno,21:15,11:45
3.8,2,4,33.1,40.3,medio,muy procesada,True,octubre,9,otoño,0:45,5:15
5.5,1,6,17.2,63.5,medio,equilibrada,True,marzo,20,primavera,21:15,5:30
9.1,1,1,44.3,45.6,mucho,sana,False,julio,26,verano,0:15,5:15
1.0,4,1,12.0,72.4,medio,procesada,True,septiembre,71,otoño,22:00,8:00
2.4,4,3,11.2,27.0,medio,equilibrada,True,febrero,40,invierno,2:45,10:15
4.5,4,5,21.8,40.1,nada,equilibrada,False,febrero,2,invierno,2:00,10:30
10.0,0,5,28.2,30.6,mucho,equilibrada,False,,11,verano,0:45,8:45
6.1,3,8,14.0,69.7,poco,equilibrada,False,noviembre,12,otoño,20:00,8:45
1.8,4,1,39.1,74.0,medio,equilibrada,True,mayo,10,primavera,1:15,9:45
9.3,1,5,13.2,26.9,medio,equilibrada,False,noviembre,19,otoño,0:15,8:45
6.3,3,4,41.9,50.9,medio,sana,False,julio,50,verano,2:15,8:15
7.1,1,8,12.8,40.8,medio,procesada,False,octubre,66,otoño,20:15,7:15
7.9,2,4,25.3,38.7,medio,sana,False,abril,4,primavera,23:30,7:00
4.0,2,4,29.1,33.9,nada,muy procesada,True,septiembre,35,otoño,1:00,8:00
7.1,1,5,10.8,26.1,mucho,equilibrada,True,abril,24,primavera,1:45,8:30
7.6,1,1,26.9,62.2,mucho,equilibrada,False,marzo,36,primavera,23:15,5:00
8.0,1,14,28.1,26.9,medio,procesada,False,enero,45,invierno,20:45,11:15
5.3,3,1,18.7,53.9,medio,muy procesada,False,enero,78,invierno,0:45,8:45
4.3,2,1,20.4,59.6,medio,equilibrada,True,abril,77,primavera,2:45,7:30
7.8,2,1,13.1,49.5,medio,equilibrada,False,noviembre,65,otoño,1:30,8:45
7.0,1,4,38.2,48.5,medio,equilibrada,True,enero,30,invierno,22:30,5:00
7.6,2,1,20.2,77.1,mucho,sana,False,abril,54,primavera,0:15,5:45
6.6,1,7,35.3,69.5,mucho,sana,True,abril,40,primavera,22:15,6:00
6.9,1,5,34.1,35.7,medio,muy procesada,False,enero,45,invierno,2:15,8:00
3.2,2,4,38.5,59.0,medio,procesada,True,enero,19,invierno,0:30,7:30
2.1,4,1,38.2,63.4,medio,sana,True,marzo,74,primavera,20:30,7:30
1.5,4,6,32.9,38.9,nada,muy procesada,True,septiembre,10,otoño,2:45,9:15
6.4,2,2,12.3,63.4,poco,procesada,False,octubre,56,otoño,23:30,5:45
8.2,1,3,41.7,44.0,mucho,sana,False,agosto,49,verano,2:30,9:30
4.2,3,6,17.6,69.4,poco,muy procesada,False,octubre,47,otoño,0:45,8:45
9.5,1,5,11.7,65.1,medio,equilibrada,False,noviembre,59,otoño,2:00,10:45
6.7,1,1,40.1,67.1,medio,ayuno,True,mayo,9,primavera,0:00,7:45
7.1,2,7,43.1,27.6,mucho,equilibrada,False,julio,21,verano,21:30,5:30
4.0,4,5,41.3,46.2,poco,procesada,False,octubre,15,otoño,21:45,10:15
6.1,2,1,31.7,62.9,mucho,equilibrada,False,agosto,63,verano,23:15,5:30
2.6,3,5,38.4,58.3,medio,muy procesada,False,diciembre,25,invierno,23:15,7:15
9.4,0,5,39.5,53.1,mucho,equilibrada,False,julio,76,verano,2:00,9:15
9.6,0,2,28.7,32.9,mucho,sana,False,agosto,35,verano,0:45,6:00
3.8,3,2,44.2,70.0,medio,equilibrada,True,junio,71,verano,22:15,6:30
7.7,2,4,37.9,59.0,medio,ayuno,False,mayo,47,primavera,21:00,5:45
8.0,1,3,41.7,33.5,mucho,sana,False,abril,16,primavera,1:45,8:30
7.6,2,1,28.2,75.9,mucho,equilibrada,False,mayo,45,primavera,23:45,6:30
1.2,4,1,42.3,29.0,medio,procesada,True,diciembre,53,invierno,2:45,8:30
7.4,2,5,23.9,54.0,medio,ayuno,False,agosto,21,verano,1:00,7:15
7.6,1,4,24.1,65.1,medio,procesada,False,diciembre,74,invierno,0:00,8:15
6.5,2,7,16.0,76.2,poco,equilibrada,False,nov,4,otoño,0:00,8:00
1.8,3,7,22.1,66.7,poco,procesada,True,septiembre,50,otoño,22:30,9:15
7.0,2,2,22.1,32.0,medio,sana,False,marzo,0,primavera,1:00,7:00
4.3,4,8,18.3,47.9,nada,equilibrada,False,feb,63,invierno,23:15,9:45
5.5,2,4,33.7,52.3,medio,equilibrada,True,mayo,70,primavera,2:30,7:15
7.2,0,1,16.7,30.6,mucho,equilibrada,True,junio,18,verano,2:30,9:45
7.3,0,4,14.2,57.3,mucho,sana,True,agosto,66,verano,2:00,8:30
8.0,1,1,36.7,33.8,poco,muy procesada,False,enero,15,invierno,1:00,9:15
9.0,1,2,23.0,50.4,mucho,equilibrada,False,junio,52,verano,1:45,8:45
6.3,2,2,42.5,56.6,medio,procesada,False,octubre,46,otoño,1:45,7:45
8.9,1,1,26.6,67.5,medio,equilibrada,False,junio,71,verano,2:00,7:15
6.9,2,3,44.5,74.1,medio,sana,False,marzo,16,primavera,21:15,6:00
4.7,3,6,22.4,71.4,medio,muy procesada,False,diciembre,38,invierno,22:30,11:00
5.3,3,6,14.9,46.4,medio,procesada,False,enero,42,invierno,2:00,10:15
7.9,2,7,18.0,59.7,mucho,sana,False,marzo,54,primavera,23:15,7:15
4.7,3,1,36.8,68.4,medio,equilibrada,False,agosto,48,verano,1:15,8:00
8.5,1,1,27.7,44.5,medio,ayuno,False,mayo,17,primavera,2:00,7:30
6.2,2,1,22.0,74.6,mucho,sana,False,junio,6,verano,2:00,10:30
9.0,0,8,11.4,52.0,mucho,sana,True,marzo,78,primavera,21:15,7:30
8.8,0,1,17.2,57.9,medio,sana,False,julio,26,verano,21:45,5:45
7.1,2,3,21.5,28.5,medio,sana,False,mayo,50,primavera,1:45,6:00
6.2,1,3,33.0,57.8,medio,equilibrada,False,octubre,52,otoño,1:15,7:30
6.1,2,1,23.3,50.7,mucho,ayuno,False,agosto,56,verano,1:15,6:15
6.8,2,4,13.2,50.1,medio,sana,False,julio,80,verano,1:30,8:45
6.5,3,3,13.8,47.5,medio,equilibrada,False,agosto,2,verano,0:30,8:30
6.6,2,12,34.6,32.5,nada,procesada,False,diciembre,77,invierno,20:00,10:45
2.4,4,4,21.2,41.6,nada,equilibrada,True,septiembre,8,otoño,1:30,8:15
4.4,2,5,23.1,36.8,nada,equilibrada,True,octubre,25,otoño,23:00,5:30
8.2,1,3,37.0,48.8,poco,procesada,False,noviembre,69,otoño,22:30,7:30
6.5,2,7,15.7,54.6,medio,sana,False,mayo,27,primavera,0:45,8:00
3.4,3,3,34.0,50.8,poco,equilibrada,True,diciembre,2,invierno,2:45,7:45
6.9,2,5,18.7,56.2,nada,muy procesada,False,enero,15,invierno,23:45,7:15
3.2,4,1,33.5,73.5,medio,procesada,False,octubre,12,otoño,0:30,6:45
4.6,2,3,35.7,56.3,poco,equilibrada,True,febrero,47,invierno,0:30,7:00
6.2,2,3,40.8,46.3,poco,procesada,False,septiembre,1,otoño,23:45,7:15
6.4,1,3,37.1,30.3,nada,procesada,True,diciembre,16,invierno,20:15,11:45
10.0,0,1,26.4,31.3,mucho,ayuno,False,marzo,31,primavera,1:15,6:15
8.1,1,4,15.4,40.4,mucho,equilibrada,False,mayo,8,primavera,1:45,7:15
4.4,3,4,11.1,54.9,medio,muy procesada,False,septiembre,69,otoño,1:00,6:00
2.1,4,5,33.0,64.0,medio,sana,True,mayo,79,primavera,23:15,5:45
4.2,2,1,14.3,78.4,poco,procesada,True,septiembre,48,otoño,23:15,5:15
7.1,0,4,33.6,67.3,mucho,equilibrada,True,julio,25,verano,22:15,11:15
5.7,3,8,44.7,48.5,medio,equilibrada,False,diciembre,57,invierno,20:15,7:00
6.4,2,4,24.2,31.3,medio,muy procesada,False,enero,37,invierno,0:00,6:30
3.4,4,5,28.1,32.4,poco,equilibrada,False,octubre,0,otoño,0:30,6:30
5.6,1,6,28.1,72.2,medio,equilibrada,True,abril,57,primavera,2:15,9:30
8.8,1,3,34.1,67.7,mucho,ayuno,False,abril,53,primavera,2:00,7:00
6.2,2,5,33.2,65.6,mucho,ayuno,False,junio,17,verano,1:15,7:45
9.1,0,1,14.6,55.4,mucho,equilibrada,False,mayo,33,primavera,0:00,8:00
10.0,0,5,22.2,65.0,mucho,sana,False,marzo,46,primavera,1:30,8:45
3.4,4,1,25.5,61.2,nada,procesada,False,diciembre,72,invierno,0:00,5:00
3.7,4,5,34.6,53.8,medio,equilibrada,False,junio,37,verano,0:30,8:45
6.0,2,10,15.8,74.4,nada,muy procesada,False,enero,33,invierno,21:45,11:00
4.6,4,2,15.8,70.9,medio,sana,False,junio,49,verano,23:00,5:15
4.1,2,3,34.4,49.6,nada,muy procesada,False,septiembre,6,otoño,23:45,11:00
8.4,1,3,41.9,52.3,poco,procesada,False,octubre,46,otoño,0:15,5:30
6.1,3,3,29.5,77.0,medio,equilibrada,False,abril,43,primavera,23:30,7:45
8.8,1,4,32.1,34.2,mucho,ayuno,False,agosto,30,verano,23:00,7:30
9.4,0,1,33.9,37.6,mucho,sana,False,abril,69,primavera,2:45,7:45
7.3,2,1,28.1,31.5,nada,equilibrada,False,noviembre,61,otoño,22:45,6:00
4.4,2,4,34.2,39.8,mucho,equilibrada,True,abril,67,primavera,22:45,5:30
4.9,2,11,41.1,61.4,medio,sana,True,junio,35,verano,20:15,8:00
4.3,2,1,35.1,77.5,poco,procesada,True,diciembre,80,invierno,1:30,8:30
3.6,4,4,41.0,79.1,medio,equilibrada,False,febrero,35,invierno,2:30,10:45
